,pid,package,weekofstudy,afternoon_loyalty,evening_loyalty,latenight_loyalty,morning_loyalty,latenight_regularity,morning_regularity,afternoon_regularity,evening_regularity,latenight_duration,morning_duration,afternoon_duration,evening_duration,latenight_duration_mean,morning_duration_mean,afternoon_duration_mean,evening_duration_mean,latenight_duration_std,morning_duration_std,afternoon_duration_std,evening_duration_std,latenight_duration_min,morning_duration_min,afternoon_duration_min,evening_duration_min,latenight_duration_max,morning_duration_max,afternoon_duration_max,evening_duration_max,latenight_betweenlaunch_duration_mean,morning_betweenlaunch_duration_mean,afternoon_betweenlaunch_duration_mean,evening_betweenlaunch_duration_mean,latenight_betweenlaunch_duration_std,morning_betweenlaunch_duration_std,afternoon_betweenlaunch_duration_std,evening_betweenlaunch_duration_std
21,1000,mantra,7,5.0,6.0,0.0,0.0,0,0,3,4,0.0,0.0,105.0,166.0,0.0,0.0,21.0,28.0,0.0,0.0,5.0,13.0,0.0,0.0,18.0,21.0,0.0,0.0,30.0,53.0,-1.0,-1.0,82800.0,86592.0,-1.0,-1.0,95020.0,88046.0
22,1000,messages,4,15.0,6.0,3.0,0.0,3,0,7,3,0.0,0.0,121.0,28.0,0.0,0.0,8.0,5.0,0.0,0.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,21.0,86400.0,-1.0,36921.0,35796.0,-1.0,-1.0,37632.0,35371.0
23,1000,messages,5,18.0,17.0,7.0,0.0,7,0,8,7,0.0,0.0,181.0,85.0,0.0,0.0,10.0,5.0,0.0,0.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,32.0,86400.0,-1.0,34941.0,33075.0,-1.0,-1.0,32975.0,34183.0
24,1000,messages,6,11.0,16.0,8.0,0.0,7,0,5,6,51.0,0.0,20.0,100.0,6.0,0.0,2.0,6.0,15.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,42.0,0.0,20.0,42.0,75591.0,-1.0,34560.0,28852.0,28570.0,-1.0,34538.0,34491.0
25,1000,messages,7,2.0,7.0,7.0,0.0,7,0,2,3,10.0,0.0,0.0,59.0,1.0,0.0,0.0,8.0,4.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,59.0,84590.0,-1.0,585780.0,74610.0,4522.0,-1.0,-1.0,131775.0
26,1000,moveme,5,1.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,78.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,78.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,1000,moveme,6,0.0,5.0,0.0,0.0,0,0,0,3,0.0,0.0,0.0,281.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,154.0,-1.0,-1.0,-1.0,43470.0,-1.0,-1.0,-1.0,49817.0
28,1000,moveme,7,1.0,4.0,0.0,0.0,0,0,1,4,0.0,0.0,6.0,71.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,25.0,0.0,0.0,6.0,3.0,0.0,0.0,6.0,55.0,-1.0,-1.0,-1.0,91960.0,-1.0,-1.0,-1.0,15003.0
29,1000,relax,2,0.0,7.0,0.0,5.0,0,1,0,3,0.0,242.0,0.0,247.0,0.0,48.0,0.0,35.0,0.0,59.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,145.0,0.0,72.0,-1.0,630.0,-1.0,26370.0,-1.0,312.0,-1.0,40267.0
30,1000,relax,3,7.0,15.0,0.0,2.0,0,1,3,5,0.0,55.0,112.0,180.0,0.0,28.0,16.0,12.0,0.0,15.0,22.0,12.0,0.0,17.0,1.0,0.0,0.0,38.0,63.0,38.0,-1.0,540.0,97890.0,31667.0,-1.0,-1.0,152472.0,55200.0
31,1000,relax,4,7.0,5.0,1.0,0.0,1,0,3,2,27.0,0.0,68.0,97.0,27.0,0.0,10.0,19.0,0.0,0.0,12.0,24.0,27.0,0.0,0.0,0.0,27.0,0.0,34.0,62.0,-1.0,-1.0,43080.0,42960.0,-1.0,-1.0,72701.0,85240.0
32,1000,relax,5,17.0,3.0,0.0,0.0,0,0,6,1,0.0,0.0,242.0,23.0,0.0,0.0,14.0,8.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,12.0,-1.0,-1.0,25789.0,180.0,-1.0,-1.0,39175.0,-1.0
33,1000,relax,6,6.0,11.0,0.0,0.0,0,0,3,5,0.0,0.0,61.0,153.0,0.0,0.0,10.0,14.0,0.0,0.0,7.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,45.0,-1.0,-1.0,67140.0,43176.0,-1.0,-1.0,91731.0,60743.0
34,1000,relax,7,8.0,11.0,0.0,0.0,0,0,3,4,0.0,0.0,113.0,176.0,0.0,0.0,14.0,16.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,43.0,-1.0,-1.0,47366.0,43272.0,-1.0,-1.0,80588.0,74123.0
35,1000,slumbertime,1,0.0,7.0,0.0,5.0,0,1,0,2,0.0,72.0,0.0,195.0,0.0,14.0,0.0,28.0,0.0,11.0,0.0,33.0,0.0,5.0,0.0,0.0,0.0,33.0,0.0,87.0,-1.0,180.0,-1.0,15070.0,-1.0,85.0,-1.0,33572.0
36,1000,slumbertime,2,0.0,2.0,3.0,2.0,2,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132840.0,86700.0,-1.0,346800.0,167245.0,-1.0,-1.0,-1.0
37,1000,slumbertime,3,1.0,2.0,2.0,1.0,1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14760.0,-1.0,-1.0,259080.0,-1.0,-1.0,-1.0,-1.0
38,1000,slumbertime,4,7.0,6.0,11.0,4.0,6,2,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51096.0,149200.0,84460.0,102300.0,52449.0,236348.0,105723.0,107182.0
39,1000,slumbertime,5,4.0,9.0,12.0,5.0,6,3,3,6,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,39262.0,67335.0,140700.0,64785.0,37842.0,73111.0,127578.0,52663.0
40,1000,slumbertime,6,12.0,14.0,15.0,13.0,6,6,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38186.0,37645.0,46925.0,33586.0,49464.0,41100.0,51062.0,52300.0
41,1000,slumbertime,7,15.0,14.0,18.0,12.0,5,5,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26195.0,39131.0,37564.0,40560.0,43365.0,53247.0,54179.0,53398.0
42,1000,socialforce,1,0.0,0.0,0.0,1.0,0,1,0,0,0.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
43,1000,thoughtchallenger,3,5.0,1.0,0.0,0.0,0,0,3,1,0.0,0.0,183.0,2.0,0.0,0.0,37.0,2.0,0.0,0.0,26.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,65.0,2.0,-1.0,-1.0,64500.0,-1.0,-1.0,-1.0,77908.0,-1.0
44,1000,thoughtchallenger,4,3.0,0.0,0.0,0.0,0,0,3,0,0.0,0.0,95.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,35.0,0.0,-1.0,-1.0,89580.0,-1.0,-1.0,-1.0,12643.0,-1.0
45,1000,thoughtchallenger,5,4.0,2.0,0.0,0.0,0,0,4,2,0.0,0.0,43.0,15.0,0.0,0.0,11.0,8.0,0.0,0.0,3.0,1.0,0.0,0.0,8.0,7.0,0.0,0.0,15.0,8.0,-1.0,-1.0,137720.0,437160.0,-1.0,-1.0,91795.0,-1.0
46,1000,thoughtchallenger,6,1.0,7.0,0.0,0.0,0,0,1,6,0.0,0.0,26.0,98.0,0.0,0.0,26.0,14.0,0.0,0.0,0.0,8.0,0.0,0.0,26.0,6.0,0.0,0.0,26.0,30.0,-1.0,-1.0,-1.0,71960.0,-1.0,-1.0,-1.0,35158.0
47,1000,thoughtchallenger,7,1.0,2.0,0.0,0.0,0,0,1,2,0.0,0.0,12.0,30.0,0.0,0.0,12.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,13.0,0.0,0.0,12.0,17.0,-1.0,-1.0,-1.0,100260.0,-1.0,-1.0,-1.0,-1.0
48,1000,worryknot,5,2.0,3.0,0.0,0.0,0,0,1,2,0.0,0.0,152.0,158.0,0.0,0.0,76.0,53.0,0.0,0.0,106.0,24.0,0.0,0.0,1.0,34.0,0.0,0.0,151.0,80.0,-1.0,-1.0,240.0,43350.0,-1.0,-1.0,-1.0,61136.0
49,1000,worryknot,6,1.0,6.0,0.0,0.0,0,0,1,6,0.0,0.0,63.0,157.0,0.0,0.0,63.0,26.0,0.0,0.0,0.0,15.0,0.0,0.0,63.0,9.0,0.0,0.0,63.0,49.0,-1.0,-1.0,-1.0,86340.0,-1.0,-1.0,-1.0,1456.0
50,1000,worryknot,7,1.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
51,1005,dailyfeats,1,0.0,0.0,2.0,0.0,2,0,0,0,68.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,88980.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
52,1005,dailyfeats,2,0.0,0.0,1.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
53,1005,icope,1,1.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
54,1005,mantra,1,1.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,93.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,93.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
55,1005,mantra,2,0.0,0.0,1.0,0.0,1,0,0,0,102.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
56,1005,mantra,3,0.0,0.0,0.0,1.0,0,1,0,0,0.0,22.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,22.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
57,1005,messages,1,3.0,1.0,1.0,0.0,1,0,1,1,0.0,0.0,159.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,-1.0,-1.0,4980.0,-1.0,-1.0,-1.0,4752.0,-1.0
58,1005,messages,2,2.0,1.0,3.0,0.0,2,0,2,1,48.0,0.0,190.0,0.0,16.0,0.0,95.0,0.0,28.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,190.0,0.0,45900.0,-1.0,85560.0,-1.0,64743.0,-1.0,-1.0,-1.0
59,1005,messages,3,0.0,0.0,1.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
60,1013,aspire,3,0.0,0.0,3.0,0.0,2,0,0,0,326.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,42720.0,-1.0,-1.0,-1.0,58718.0,-1.0,-1.0,-1.0
61,1013,dailyfeats,2,0.0,2.0,7.0,0.0,4,0,0,1,309.0,0.0,0.0,163.0,44.0,0.0,0.0,82.0,62.0,0.0,0.0,110.0,0.0,0.0,0.0,4.0,140.0,0.0,0.0,159.0,43220.0,-1.0,-1.0,16200.0,46312.0,-1.0,-1.0,-1.0
62,1013,messages,3,1.0,2.0,2.0,0.0,1,0,1,1,73.0,0.0,83.0,0.0,36.0,0.0,83.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,73.0,0.0,83.0,0.0,240.0,-1.0,-1.0,10800.0,-1.0,-1.0,-1.0,-1.0
63,1013,relax,2,0.0,2.0,2.0,0.0,1,0,0,2,186.0,0.0,0.0,117.0,93.0,0.0,0.0,58.0,1.0,0.0,0.0,35.0,92.0,0.0,0.0,34.0,94.0,0.0,0.0,83.0,300.0,-1.0,-1.0,71460.0,-1.0,-1.0,-1.0,-1.0
64,1013,slumbertime,4,1.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,137.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,137.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
65,1014,aspire,4,1.0,3.0,3.0,0.0,2,0,1,2,322.0,0.0,66.0,49.0,107.0,0.0,66.0,16.0,71.0,0.0,0.0,19.0,29.0,0.0,66.0,0.0,166.0,0.0,66.0,37.0,90390.0,-1.0,-1.0,130290.0,121721.0,-1.0,-1.0,183579.0
66,1014,aspire,5,0.0,0.0,2.0,2.0,2,1,0,0,21.0,208.0,0.0,0.0,10.0,104.0,0.0,0.0,6.0,54.0,0.0,0.0,6.0,66.0,0.0,0.0,15.0,142.0,0.0,0.0,84120.0,660.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
67,1014,aspire,6,1.0,1.0,2.0,0.0,1,0,1,1,277.0,0.0,3.0,153.0,138.0,0.0,3.0,153.0,36.0,0.0,0.0,0.0,113.0,0.0,3.0,153.0,164.0,0.0,3.0,153.0,1200.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
68,1014,boostme,1,1.0,1.0,0.0,0.0,0,0,1,1,0.0,0.0,185.0,177.0,0.0,0.0,185.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,177.0,0.0,0.0,185.0,177.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
69,1014,boostme,2,3.0,2.0,4.0,4.0,2,1,2,2,297.0,298.0,32.0,147.0,74.0,74.0,11.0,74.0,39.0,25.0,8.0,84.0,20.0,42.0,5.0,14.0,111.0,101.0,20.0,133.0,146960.0,280.0,87120.0,271200.0,254178.0,125.0,123037.0,-1.0
70,1014,boostme,3,2.0,3.0,6.0,0.0,4,0,2,2,262.0,0.0,296.0,152.0,44.0,0.0,148.0,51.0,44.0,0.0,20.0,71.0,2.0,0.0,134.0,5.0,102.0,0.0,162.0,133.0,69528.0,-1.0,504660.0,89520.0,71056.0,-1.0,-1.0,107678.0
71,1014,boostme,4,2.0,7.0,5.0,0.0,2,0,2,5,312.0,0.0,156.0,550.0,62.0,0.0,78.0,79.0,44.0,0.0,17.0,73.0,4.0,0.0,66.0,2.0,124.0,0.0,90.0,185.0,22395.0,-1.0,180360.0,85270.0,38331.0,-1.0,-1.0,78512.0
72,1014,boostme,5,0.0,1.0,2.0,1.0,2,1,0,1,102.0,135.0,0.0,70.0,51.0,135.0,0.0,70.0,69.0,0.0,0.0,0.0,2.0,135.0,0.0,70.0,100.0,135.0,0.0,70.0,266880.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
73,1014,boostme,6,1.0,6.0,4.0,0.0,2,0,1,4,256.0,0.0,70.0,505.0,64.0,0.0,70.0,84.0,69.0,0.0,0.0,52.0,9.0,0.0,70.0,28.0,155.0,0.0,70.0,169.0,28440.0,-1.0,-1.0,67956.0,45136.0,-1.0,-1.0,71317.0
74,1014,boostme,7,1.0,0.0,3.0,0.0,3,0,1,0,182.0,0.0,112.0,0.0,61.0,0.0,112.0,0.0,48.0,0.0,0.0,0.0,8.0,0.0,112.0,0.0,102.0,0.0,112.0,0.0,132390.0,-1.0,-1.0,-1.0,74967.0,-1.0,-1.0,-1.0
75,1014,dailyfeats,1,9.0,7.0,2.0,0.0,1,0,5,5,193.0,0.0,403.0,425.0,96.0,0.0,45.0,61.0,118.0,0.0,57.0,67.0,13.0,0.0,0.0,0.0,180.0,0.0,135.0,170.0,1140.0,-1.0,65272.0,57280.0,-1.0,-1.0,88806.0,44912.0
76,1014,dailyfeats,2,11.0,2.0,5.0,1.0,4,1,6,2,227.0,0.0,414.0,5.0,45.0,0.0,38.0,2.0,63.0,0.0,54.0,4.0,0.0,0.0,0.0,0.0,127.0,0.0,170.0,5.0,88395.0,-1.0,52392.0,90960.0,62619.0,-1.0,59333.0,-1.0
77,1014,dailyfeats,3,9.0,9.0,8.0,1.0,6,1,4,6,387.0,23.0,226.0,240.0,48.0,23.0,25.0,27.0,40.0,0.0,30.0,28.0,0.0,23.0,0.0,0.0,99.0,23.0,96.0,74.0,75300.0,-1.0,65438.0,54068.0,63305.0,-1.0,118061.0,40933.0
78,1014,dailyfeats,4,10.0,4.0,3.0,2.0,3,2,7,4,61.0,80.0,522.0,0.0,20.0,40.0,52.0,0.0,35.0,3.0,25.0,0.0,0.0,38.0,0.0,0.0,61.0,42.0,85.0,0.0,128220.0,172980.0,58713.0,171680.0,63385.0,-1.0,40062.0,85272.0
79,1014,dailyfeats,5,6.0,4.0,3.0,2.0,3,1,5,3,0.0,134.0,493.0,228.0,0.0,67.0,82.0,57.0,0.0,95.0,64.0,69.0,0.0,0.0,0.0,0.0,0.0,134.0,138.0,139.0,174720.0,300.0,86604.0,88160.0,6619.0,-1.0,57971.0,95837.0
80,1014,dailyfeats,6,6.0,3.0,1.0,0.0,1,0,4,3,2.0,0.0,521.0,51.0,2.0,0.0,87.0,17.0,0.0,0.0,65.0,27.0,2.0,0.0,0.0,0.0,2.0,0.0,185.0,48.0,-1.0,-1.0,104568.0,214830.0,-1.0,-1.0,142758.0,71828.0
81,1014,dailyfeats,7,2.0,2.0,3.0,0.0,2,0,1,2,165.0,0.0,107.0,8.0,55.0,0.0,54.0,4.0,32.0,0.0,53.0,6.0,18.0,0.0,16.0,0.0,78.0,0.0,91.0,8.0,83580.0,-1.0,60.0,426960.0,115909.0,-1.0,-1.0,-1.0
